,unitid,year,opeid.x,opeid6,fips.x.x,years_since_entering_repay,cohort_year.x,repay_rate,repay_rate_lowincome,repay_rate_midincome,repay_rate_highincome,repay_rate_dependent,repay_rate_independent,repay_rate_pell,repay_rate_nopell,repay_rate_female,repay_rate_male,repay_rate_firstgen,repay_rate_notfirstgen,repay_count,repay_count_lowincome,repay_count_midincome,repay_count_highincome,repay_count_dependent,repay_count_independent,repay_count_pell,repay_count_nopell,repay_count_female,repay_count_male,repay_count_firstgen,repay_count_notfirstgen,fips.y.x,cohort_year.y,race,sex,completion_rate_150pct,fips.x.y,est_fte,fips.y.y,type_of_aid,number_of_students,percent_of_students,average_amount,fips,opeid.y,inst_name_fsa,loan_type,loan_recipients_unitid,num_loans_disbursed_unitid,num_loans_originated_unitid,value_loans_originated_unitid,value_loan_disbursements_unitid,loan_recipients_opeid,num_loans_disbursed_opeid,num_loans_originated_opeid,value_loans_originated_opeid,value_loan_disbursements_opeid,allocation_flag,combined_flag,other_assoc_opeids,hbcu
339,139861,2012,160200,1602,13,5,2007,0.785148,0.691542,0.810811,0.837259,0.808439,0.648515,0.722639,0.843056,0.786808,0.782528,0.738046,0.810155,1387,402,518,467,1185,202,667,720,849,538,481,906,13,2007,1,99,0.613,13,5540,13,1,1240,0.95,NA,13,160200,GEORGIA COLLEGE & STATE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
341,139904,2010,157100,1571,13,3,2007,0.361622,0.283846,0.460784,0.555024,0.383495,0.340972,0.291139,0.532258,0.361192,0.362416,0.366829,0.356752,2121,1300,612,209,1030,1091,1501,620,1376,745,1025,1096,13,2008,1,99,0.347,13,1436,13,1,1111,0.93,NA,13,157100,GEORGIA MILITARY COLLEGE,1,3616,9743,3980,11327163,10366235,3616,9743,3980,11327163,10366235,0,0,,No
342,139904,2012,157100,1571,13,5,2007,0.38234,0.307405,0.477308,0.561086,0.397424,0.367568,0.319409,0.535101,0.376552,0.393574,0.382129,0.382533,2197,1337,639,221,1087,1110,1556,641,1450,747,1052,1145,13,2010,1,99,0.393,13,1650,13,1,459,0.97,NA,13,157100,GEORGIA MILITARY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,No
343,139931,2010,157200,1572,13,3,2007,0.619482,0.522464,0.626845,0.727831,0.634785,0.523897,0.536607,0.728555,0.613556,0.625445,0.582362,0.6393,3942,1380,1423,1139,3398,544,2240,1702,1977,1965,1372,2570,13,2005,1,99,0.463,13,16681,13,1,3244,0.9,NA,13,157200,GEORGIA SOUTHERN UNIVERSITY,1,8853,17980,11293,35088116,33763664,8853,17980,11293,35088115,33763663,0,0,,No
345,139931,2012,157200,1572,13,5,2007,0.650045,0.552701,0.655301,0.758782,0.666143,0.54698,0.573934,0.750394,0.652878,0.647166,0.606397,0.673264,4412,1518,1613,1281,3816,596,2509,1903,2224,2188,1532,2880,13,2007,1,99,0.516,13,17010,13,1,3170,0.89,NA,13,157200,GEORGIA SOUTHERN UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
347,139940,2010,157400,1574,13,3,2007,0.561535,0.512365,0.588475,0.653759,0.586376,0.519481,0.505484,0.651279,0.548474,0.585233,0.558358,0.563093,5184,2588,1718,878,3259,1925,3191,1993,3342,1842,1705,3479,13,2005,1,99,0.435,13,21479,13,1,2657,0.93,NA,13,157400,GEORGIA STATE UNIVERSITY,1,12488,23660,14094,53226764,50508644,12488,23660,14094,53226763,50508644,0,0,,No
349,139940,2012,157400,1574,13,5,2007,0.581983,0.537483,0.596608,0.682224,0.601944,0.547729,0.528062,0.668895,0.572889,0.598925,0.573069,0.586312,5861,2908,1946,1007,3703,2158,3617,2244,3814,2047,1916,3945,13,2007,1,99,0.513,13,21951,13,1,2866,0.91,NA,13,157400,GEORGIA STATE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
351,139959,2010,159800,1598,13,3,2007,0.772115,0.676382,0.764531,0.844828,0.788491,0.68007,0.70321,0.825375,0.771037,0.773379,0.721466,0.789195,3787,995,1342,1450,3215,572,1651,2136,2044,1743,955,2832,13,2005,1,99,0.84,13,24956,13,1,4328,0.93,NA,13,159800,UNIVERSITY OF GEORGIA,1,6464,12383,6464,24355240,24350532,6464,12383,6464,24355239,24350532,0,0,,No
353,139959,2012,159800,1598,13,5,2007,0.786981,0.699647,0.78708,0.847282,0.803369,0.697744,0.718332,0.840166,0.785896,0.788302,0.744898,0.801122,4286,1132,1517,1637,3621,665,1871,2415,2354,1932,1078,3208,13,2007,1,99,0.838,13,25050,13,1,4624,0.94,NA,13,159800,UNIVERSITY OF GEORGIA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
355,139968,2010,157500,1575,13,3,2007,0.383321,0.288854,0.443064,0.550802,0.363265,0.443425,0.311765,0.516411,0.393285,0.365751,0.397112,0.373174,1307,637,483,187,980,327,850,457,834,473,554,753,13,2005,1,99,0.181,13,4215,13,1,1467,0.92,NA,13,157500,GORDON STATE COLLEGE,1,3167,5410,3241,11027141,9416370,3167,5410,3241,11027141,9416370,0,0,,No
357,139968,2012,157500,1575,13,5,2007,0.403286,0.31677,0.458333,0.549738,0.373016,0.495468,0.327586,0.54371,0.416084,0.380457,0.409894,0.398448,1339,644,504,191,1008,331,870,469,858,481,566,773,13,2007,1,99,0.178,13,3336,13,1,872,0.93,NA,13,157500,GORDON STATE COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
359,139995,2010,1077100,10771,13,3,2007,0.359551,0.295082,-3,-3,0.391892,0.336538,0.273504,0.52459,0.327103,0.408451,0.37037,0.350515,178,122,-3,-3,74,104,117,61,107,71,81,97,13,2008,1,99,0.917,13,246,13,1,107,0.9,NA,13,1077100,GUPTON-JONES COLLEGE,1,151,540,223,747736,684384,151,540,223,747736,684384,0,0,,No
360,139995,2012,1077100,10771,13,5,2007,0.352273,0.304,-3,-3,0.39726,0.320388,0.252101,0.561404,0.336449,0.376812,0.35,0.354167,176,125,-3,-3,73,103,119,57,107,69,80,96,13,2010,1,99,0.784,13,165,13,1,97,0.91,NA,13,1077100,GUPTON-JONES COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
361,140003,2010,2583000,25830,13,3,2007,0.265574,0.257143,-3,-3,0.232558,0.270992,0.246324,0.424242,-3,-3,0.291391,0.24026,305,245,-3,-3,43,262,272,33,273,32,151,154,13,2008,1,99,0.594,13,477,13,1,67,0.82,NA,13,2583000,GWINNETT COLLEGE,1,553,1302,623,2366624,1801540,553,1302,623,2366624,1801540,0,0,,No
362,140003,2012,2583000,25830,13,5,2007,0.331343,0.308271,-3,-3,0.404255,0.319444,0.299003,0.617647,0.333333,0.314286,0.352941,0.309091,335,266,-3,-3,47,288,301,34,300,35,170,165,13,2010,1,99,0.548,13,404,13,1,57,0.95,NA,13,2583000,GWINNETT COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
363,140012,2010,2288400,22884,13,3,2007,0.460106,0.411017,0.504673,0.666667,0.511628,0.444828,0.384937,0.591241,0.424603,0.532258,0.50625,0.425926,376,236,107,33,86,290,239,137,252,124,160,216,13,2008,1,99,0.287,13,6068,13,1,461,0.83,NA,13,2288400,GWINNETT TECHNICAL COLLEGE,1,2263,5721,2421,6226254,4991941,2263,5721,2421,6226254,4991941,0,0,,No
364,140012,2012,2288400,22884,13,5,2007,0.469974,0.443983,0.519231,0.5,0.511905,0.458194,0.412245,0.572464,0.447581,0.511111,0.509317,0.441441,383,241,104,38,84,299,245,138,248,135,161,222,13,2010,1,99,0.201,13,5138,13,1,351,0.9,NA,13,2288400,GWINNETT TECHNICAL COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
365,140164,2010,157700,1577,13,3,2007,0.653874,0.576964,0.694019,0.74861,0.694458,0.615492,0.58364,0.729569,0.653107,0.655265,0.650721,0.655676,4195,1858,1438,899,2039,2156,2176,2019,2704,1491,1526,2669,13,2005,1,99,0.402,13,19668,13,1,2572,0.89,NA,13,157700,KENNESAW STATE UNIVERSITY,1,10684,20088,12443,43924096,41302440,10684,20088,12443,43924096,41302442,0,0,,No
367,140164,2012,157700,1577,13,5,2007,0.673865,0.604883,0.704298,0.76749,0.715436,0.633521,0.61199,0.743446,0.669619,0.681648,0.671542,0.675181,4538,2007,1559,972,2235,2303,2402,2136,2936,1602,1641,2897,13,2007,1,99,0.434,13,19728,13,1,2769,0.9,NA,13,157700,KENNESAW STATE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
369,140234,2010,157800,1578,13,3,2007,0.636364,0.535135,0.653409,0.811111,0.679715,0.564706,0.555118,0.741117,0.64726,0.616352,0.60733,0.657692,451,185,176,90,281,170,254,197,292,159,191,260,13,2005,1,99,0.485,13,853,13,1,170,0.98,NA,13,157800,LAGRANGE COLLEGE,1,552,1126,607,2224117,2192120,552,1126,607,2224117,2192120,0,0,,No
371,140234,2012,157800,1578,13,5,2007,0.675,0.552239,0.709677,0.870968,0.711475,0.611429,0.586081,0.792271,0.692557,0.643275,0.642157,0.699275,480,201,186,93,305,175,273,207,309,171,204,276,13,2007,1,99,0.379,13,830,13,1,197,0.99,NA,13,157800,LAGRANGE COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
373,140252,2010,2074800,20748,13,3,2007,0.519713,0.511236,-3,-3,0.538462,0.510638,0.512397,0.525316,0.504425,0.53012,0.588235,0.489691,279,178,77,24,91,188,121,158,113,166,85,194,13,2005,1,99,NA,13,822,13,1,40,0.89,NA,13,2074800,LIFE UNIVERSITY,1,776,2176,1028,3549451,3530556,776,2176,1028,3549451,3530556,0,0,,No
375,140252,2012,2074800,20748,13,5,2007,0.547541,0.527919,-3,-3,0.581633,0.531401,0.567376,0.530488,0.546875,0.548023,0.571429,0.536232,305,197,81,27,98,207,141,164,128,177,98,207,13,2007,1,99,0.167,13,849,13,1,35,0.92,NA,13,2074800,LIFE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
380,140447,2010,158000,1580,13,3,2007,0.604104,0.503477,0.619366,0.79056,0.748905,0.502058,0.525547,0.681437,0.584677,0.661871,0.555387,0.636273,1657,719,599,339,685,972,822,835,1240,417,659,998,13,2005,1,99,0.612,13,4243,13,1,598,1,NA,13,158000,MERCER UNIVERSITY,1,2996,6074,3250,12547782,12006204,2996,6074,3250,12547782,12006204,0,0,,No
382,140447,2012,158000,1580,13,5,2007,0.624659,0.515075,0.643185,0.820313,0.768627,0.521536,0.531561,0.715054,0.615884,0.651786,0.596995,0.643052,1833,796,653,384,765,1068,903,930,1385,448,732,1101,13,2007,1,99,0.639,13,4075,13,1,643,1,NA,13,158000,MERCER UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
384,140483,2010,158100,1581,13,3,2007,0.438433,0.375201,0.512821,0.57,0.429326,0.460317,0.384412,0.568254,0.452978,0.417051,0.434137,0.442777,1072,621,351,100,757,315,757,315,638,434,539,533,13,2005,1,99,0.171,13,3122,13,1,812,0.85,NA,13,158100,MIDDLE GEORGIA STATE COLLEGE,1,1915,4013,2226,6469743,5810260,1915,4013,2226,6469743,5810260,0,0,,No
386,140553,2010,158200,1582,13,3,2007,0.365654,0.282667,0.388679,0.481481,0.377215,0.227273,0.284722,0.532143,-3,-3,0.288372,0.391576,856,375,265,216,790,66,576,280,-3,-3,215,641,13,2005,1,99,1,13,2614,13,1,504,0.97,NA,13,158200,MOREHOUSE COLLEGE,1,1885,3631,1925,8222973,8163723,1885,3631,1925,8222973,8163723,0,0,,Yes
388,140553,2012,158200,1582,13,5,2007,0.391444,0.306931,0.402685,0.523605,0.401156,0.271429,0.315287,0.547231,-3,-3,0.339367,0.407563,935,404,298,233,865,70,628,307,-3,-3,221,714,13,2007,1,99,NA,13,2379,13,1,534,0.94,NA,13,158200,MOREHOUSE COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,Yes
393,140696,2010,158600,1586,13,3,2007,0.679181,0.576,0.673913,0.855263,0.765854,0.477273,0.592357,0.779412,0.654054,0.722222,0.663043,0.686567,293,125,92,76,205,88,157,136,185,108,92,201,13,2005,1,99,0.592,13,1073,13,1,229,0.99,NA,13,158600,OGLETHORPE UNIVERSITY,1,600,1318,785,3249664,3230449,600,1318,785,3249664,3230449,0,0,,No
395,140696,2012,158600,1586,13,5,2007,0.679128,0.568,0.685185,0.829545,0.767544,0.462366,0.612121,0.75,0.668293,0.698276,0.691489,0.674009,321,125,108,88,228,93,165,156,205,116,94,227,13,2007,1,99,0.649,13,1027,13,1,270,0.97,NA,13,158600,OGLETHORPE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
397,140720,2010,158700,1587,13,3,2007,0.263499,0.252632,0.255034,0.413793,0.245,0.380952,0.238845,0.378049,0.263844,0.262821,0.257143,0.268775,463,285,149,29,400,63,381,82,307,156,210,253,13,2005,1,99,0,13,904,13,1,212,0.99,NA,13,158700,PAINE COLLEGE,1,822,1455,831,3131573,3102827,822,1455,831,3131573,3102827,0,0,,Yes
399,140720,2012,158700,1587,13,5,2007,0.297552,0.271341,0.309524,0.485714,0.278509,0.413333,0.275862,0.395833,0.295265,0.302326,0.308333,0.28866,531,328,168,35,456,75,435,96,359,172,240,291,13,2007,1,99,0.25,13,828,13,1,172,0.99,NA,13,158700,PAINE COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,Yes
401,140818,2010,158800,1588,13,3,2007,0.664729,0.537383,0.727273,0.817204,0.746544,0.605351,0.566406,0.761538,0.667614,0.658537,0.64876,0.678832,516,214,209,93,217,299,256,260,352,164,242,274,13,2005,1,99,0.475,13,1229,13,1,182,0.99,NA,13,158800,PIEDMONT COLLEGE,1,948,1711,1711,3498020,3496787,948,1711,1711,3498020,3496787,0,0,,No
403,140818,2012,158800,1588,13,5,2007,0.671304,0.552846,0.71875,0.847619,0.772358,0.595745,0.570447,0.774648,0.665829,0.683616,0.656716,0.684039,575,246,224,105,246,329,291,284,398,177,268,307,13,2007,1,99,0.549,13,1255,13,1,192,0.99,NA,13,158800,PIEDMONT COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
405,140827,2010,2217200,22172,13,3,2007,0.803922,0.816667,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,102,60,24,18,29,73,13,89,53,49,11,91,13,2008,1,99,1,13,103,13,1,2,1,NA,13,2217200,PORTFOLIO CENTER-,1,83,285,111,380562,363472,83,285,111,380562,363472,0,0,,No
406,140827,2012,2217200,22172,13,5,2007,0.794118,0.783333,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,102,60,24,18,29,73,13,89,53,49,11,91,13,2010,1,99,1,13,141,13,1,6,0.86,NA,13,2217200,PORTFOLIO CENTER-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
407,140872,2010,158900,1589,13,3,2007,0.662921,0.512605,0.733871,0.743363,0.693548,0.592593,0.570588,0.747312,0.674312,0.644928,0.671141,0.657005,356,119,124,113,248,108,170,186,218,138,149,207,13,2005,1,99,0.5,13,1063,13,1,207,0.85,NA,13,158900,REINHARDT UNIVERSITY,1,535,1072,617,2381085,2240852,535,1072,617,2381085,2240852,0,0,,No
410,140872,2012,158900,1589,13,5,2007,0.702128,0.590164,0.755556,0.756303,0.726923,0.646552,0.617978,0.777778,0.695652,0.712329,0.673077,0.722727,376,122,135,119,260,116,178,198,230,146,156,220,13,2007,1,99,0.278,13,1196,13,1,338,0.92,NA,13,158900,REINHARDT UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
412,140951,2010,2141500,21415,13,3,2007,0.693684,0.561111,0.712644,0.7875,0.716688,0.547325,0.581773,0.784413,0.727168,0.662338,0.614815,0.716763,1789,540,609,640,1546,243,801,988,865,924,405,1384,13,2005,1,99,0.676,13,7753,13,1,1549,0.95,NA,13,2141500,SAVANNAH COLLEGE OF ART AND DESIGN,1,4494,11866,5142,18443660,18008196,4494,11866,5142,18443660,18008197,0,0,,No
414,140951,2012,2141500,21415,13,5,2007,0.689725,0.564924,0.695522,0.789474,0.714539,0.536496,0.580682,0.778085,0.725,0.656064,0.609865,0.713158,1966,593,670,703,1692,274,880,1086,960,1006,446,1520,13,2007,1,99,0.767,13,8146,13,1,1628,0.98,NA,13,2141500,SAVANNAH COLLEGE OF ART AND DESIGN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
421,140988,2010,159100,1591,13,3,2007,0.616398,0.534335,0.610837,0.75945,0.737654,0.578695,0.554887,0.67475,0.616792,0.615561,0.609078,0.623719,1366,466,609,291,324,1042,665,701,929,437,683,683,13,2005,1,99,0.482,13,1646,13,1,447,1,NA,13,159100,SHORTER UNIVERSITY,1,2675,5659,3131,11087083,10936309,2675,5659,3131,11087083,10936309,0,0,,No
423,140988,2012,159100,1591,13,5,2007,0.610997,0.529058,0.594554,0.786441,0.755747,0.565492,0.538781,0.682128,0.601805,0.631004,0.606557,0.615491,1455,499,661,295,348,1107,722,733,997,458,732,723,13,2007,1,99,0.512,13,1488,13,1,278,0.99,NA,13,159100,SHORTER UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
425,140997,2010,159200,1592,13,3,2007,0.495851,0.438776,0.566879,0.677419,0.459075,0.547264,0.444149,0.679245,0.511551,0.469274,0.482609,0.507937,482,294,157,31,281,201,376,106,303,179,230,252,13,2008,1,99,0.183,13,1937,13,1,785,0.94,NA,13,159200,SOUTH GEORGIA STATE COLLEGE,1,1228,2352,1334,3921045,3589461,1228,2352,1334,3921045,3589461,0,0,,No
426,141015,2010,2285500,22855,13,3,2007,0.837349,0.833333,-3,-3,-3,-3,0.666667,0.879699,-3,-3,-3,-3,166,96,35,35,65,101,33,133,72,94,33,133,13,2008,1,99,0.667,13,279,13,1,6,1,NA,13,2285500,CREATIVE CIRCUS (THE),1,209,637,257,883587,841772,209,637,257,883587,841772,0,0,,No
427,141015,2012,2285500,22855,13,5,2007,0.851429,0.852941,-3,-3,-3,-3,0.676471,0.893617,-3,-3,-3,-3,175,102,38,35,68,107,34,141,76,99,35,140,13,2010,1,99,0.143,13,221,13,1,6,1,NA,13,2285500,CREATIVE CIRCUS (THE),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
428,141060,2010,159400,1594,13,3,2007,0.628019,0.57551,0.631336,0.704403,0.652021,0.365385,0.575916,0.711297,-3,-3,0.573427,0.644351,621,245,217,159,569,52,382,239,-3,-3,143,478,13,2005,1,99,NA,13,2443,13,1,504,0.94,NA,13,159400,SPELMAN COLLEGE,1,1463,2834,1500,6291044,6217235,1463,2834,1500,6291044,6217235,0,0,,Yes
430,141060,2012,159400,1594,13,5,2007,0.659452,0.602273,0.671875,0.728324,0.682737,0.36,0.612293,0.733333,-3,-3,0.62963,0.66855,693,264,256,173,643,50,423,270,-3,-3,162,531,13,2007,1,99,NA,13,2383,13,1,467,0.9,NA,13,159400,SPELMAN COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,Yes
448,141237,2010,159700,1597,13,3,2007,0.660714,0.542373,0.68,0.738462,-3,-3,0.62,0.693548,0.653846,0.664384,0.674699,0.652482,224,59,100,65,204,20,100,124,78,146,83,141,13,2005,1,99,0.321,13,600,13,1,161,0.99,NA,13,159700,TRUETT MCCONNELL COLLEGE,1,292,544,318,1086416,1074439,292,544,318,1086416,1074439,0,0,,No
450,141237,2012,159700,1597,13,5,2007,0.677551,0.557143,0.711538,0.746479,-3,-3,0.626087,0.723077,0.696629,0.666667,0.644444,0.696774,245,70,104,71,223,22,115,130,89,156,90,155,13,2007,1,99,0.319,13,886,13,1,189,1,NA,13,159700,TRUETT MCCONNELL COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
458,141307,2010,2055000,20550,13,3,2007,0.470297,0.370968,-3,-3,0.616279,0.362069,0.395833,0.655172,0.426573,0.576271,0.542056,0.389474,202,124,63,15,86,116,144,58,143,59,107,95,13,2008,1,99,0.203,13,864,13,1,232,0.93,NA,13,2055000,WAYCROSS COLLEGE,1,336,623,357,1063693,987056,336,623,357,1063693,987056,0,0,,No
459,141325,2010,160000,1600,13,3,2007,0.577236,0.439394,-3,-3,0.668919,0.438776,0.5,0.72093,-3,-3,0.614583,0.553333,246,132,79,35,148,98,160,86,-3,-3,96,150,13,2005,1,99,0.429,13,472,13,1,103,0.98,NA,13,160000,WESLEYAN COLLEGE,1,303,663,347,1174393,1160298,303,663,347,1174393,1160298,0,0,,No
461,141325,2012,160000,1600,13,5,2007,0.598425,0.459259,-3,-3,0.701299,0.44,0.52439,0.733333,-3,-3,0.627451,0.578947,254,135,81,38,154,100,164,90,-3,-3,102,152,13,2007,1,99,0.578,13,516,13,1,122,1,NA,13,160000,WESLEYAN COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
463,141334,2010,160100,1601,13,3,2007,0.575595,0.485189,0.603664,0.676271,0.591571,0.530702,0.51097,0.652137,0.571871,0.581653,0.584977,0.569111,2606,979,1037,590,1922,684,1413,1193,1614,992,1065,1541,13,2005,1,99,0.37,13,9155,13,1,1697,0.92,NA,13,160100,UNIVERSITY OF WEST GEORGIA,1,5496,10427,6397,20904232,20889906,5496,10427,6397,20904232,20889906,0,0,,No
465,141334,2012,160100,1601,13,5,2007,0.602265,0.520985,0.623693,0.698507,0.615349,0.564581,0.542199,0.671852,0.60342,0.600363,0.616358,0.592593,2914,1096,1148,670,2163,751,1564,1350,1813,1101,1186,1728,13,2007,1,99,0.428,13,9112,13,1,1884,0.94,NA,13,160100,UNIVERSITY OF WEST GEORGIA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
467,141361,2010,160400,1604,13,3,2007,0.739496,0.619048,0.780952,0.785714,-3,-3,0.673469,0.785714,0.671642,0.826923,0.707865,0.758389,238,63,105,70,-3,-3,98,140,134,104,89,149,13,2005,1,99,0.357,13,876,13,1,329,1,NA,13,160400,YOUNG HARRIS COLLEGE,1,389,714,409,1374269,1363595,389,714,409,1374269,1363595,0,0,,No
469,141361,2012,160400,1604,13,5,2007,0.765182,0.683333,0.754545,0.844156,-3,-3,0.721649,0.793333,0.714286,0.831776,0.709677,0.798701,247,60,110,77,-3,-3,97,150,140,107,93,154,13,2007,1,99,0.295,13,1073,13,1,389,1,NA,13,160400,YOUNG HARRIS COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
474,197869,2010,290600,2906,37,3,2007,0.797959,0.734857,0.806318,0.850348,0.818866,0.671463,0.759285,0.835801,0.806143,0.789831,0.795238,0.799048,2940,875,1203,862,2523,417,1454,1486,1465,1475,840,2100,37,2005,1,99,0.66,37,15297,37,1,1879,0.67,NA,37,290600,APPALACHIAN STATE UNIVERSITY,1,5250,11094,6286,19857438,19802020,5250,11094,6286,19857438,19802020,0,0,,No
476,197869,2012,290600,2906,37,5,2007,0.832314,0.768489,0.840409,0.886918,0.850338,0.723356,0.790879,0.872774,0.844288,0.82013,0.812357,0.840125,3107,933,1272,902,2666,441,1535,1572,1567,1540,874,2233,37,2007,1,99,0.693,37,15858,37,1,2022,0.67,NA,37,290600,APPALACHIAN STATE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
478,197887,2010,403300,4033,37,3,2007,0.721014,0.668571,-3,-3,0.765957,0.697802,0.647799,0.820513,0.738372,0.692308,0.727273,0.716867,276,175,87,14,94,182,159,117,172,104,110,166,37,2008,1,99,0.192,37,6489,37,1,255,0.63,NA,37,403300,ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,1,1074,2148,1074,3597920,3595584,1074,2148,1074,3597920,3595584,0,0,,No
479,197887,2012,403300,4033,37,5,2007,0.755245,0.725275,-3,-3,0.787879,0.737968,0.705521,0.821138,0.775281,0.722222,0.761062,0.751445,286,182,87,17,99,187,163,123,178,108,113,173,37,2010,1,99,0.18,37,6992,37,1,477,0.76,NA,37,403300,ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
480,197911,2010,290800,2908,37,3,2007,0.680374,0.560345,0.736318,0.843137,0.733524,0.580645,0.594595,0.786611,0.685644,0.664122,0.666667,0.690789,535,232,201,102,349,186,296,239,404,131,231,304,37,2005,1,99,0.528,37,1101,37,1,228,1,NA,37,290800,BARTON COLLEGE,1,908,1813,973,3774320,3768497,908,1813,973,3774320,3768497,0,0,,No
482,197911,2012,290800,2908,37,5,2007,0.691638,0.563707,0.763285,0.861111,0.752,0.577889,0.613003,0.792829,0.704128,0.652174,0.670635,0.708075,574,259,207,108,375,199,323,251,436,138,252,322,37,2007,1,99,0.521,37,1014,37,1,201,1,NA,37,290800,BARTON COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
484,197966,2010,855800,8558,37,3,2007,0.636364,0.5625,-3,-3,0.645161,0.628571,-3,-3,-3,-3,0.645161,0.628571,66,48,-3,-3,31,35,50,16,41,25,31,35,37,2008,1,99,0.144,37,1726,37,1,168,0.73,NA,37,855800,BEAUFORT COUNTY COMMUNITY COLLEGE,1,63,64,63,129486,129486,63,64,63,129486,129486,0,0,,No
485,197966,2012,855800,8558,37,5,2007,0.676471,0.632653,-3,-3,0.676471,0.676471,-3,-3,-3,-3,0.6875,0.666667,68,49,-3,-3,34,34,52,16,41,27,32,36,37,2010,1,99,0.204,37,1512,37,1,94,0.84,NA,37,855800,BEAUFORT COUNTY COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
486,197984,2010,291000,2910,37,3,2007,0.558537,0.396104,0.609756,0.73913,0.649123,0.445055,0.423077,0.69802,0.539749,0.584795,0.544872,0.566929,410,154,164,92,228,182,208,202,239,171,156,254,37,2005,1,99,0.364,37,1593,37,1,272,0.86,NA,37,291000,BELMONT ABBEY COLLEGE,1,1300,2353,1346,5399806,5288084,1300,2353,1346,5399806,5288084,0,0,,No
488,197984,2012,291000,2910,37,5,2007,0.573913,0.426966,0.612022,0.767677,0.666667,0.458537,0.447699,0.710407,0.57037,0.578947,0.532258,0.60219,460,178,183,99,255,205,239,221,270,190,186,274,37,2007,1,99,0.424,37,1535,37,1,300,1,NA,37,291000,BELMONT ABBEY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
490,197993,2010,291100,2911,37,3,2007,0.375,0.397163,0.333333,0.382353,0.356164,0.486486,0.38,0.357143,-3,-3,0.354839,0.386503,256,141,81,34,219,37,200,56,-3,-3,93,163,37,2005,1,99,NA,37,730,37,1,201,0.97,NA,37,291100,BENNETT COLLEGE,1,664,1307,685,2788893,2739089,664,1307,685,2788893,2739089,0,0,,Yes
492,197993,2012,291100,2911,37,5,2007,0.392982,0.412903,0.366667,0.375,0.37037,0.52381,0.410377,0.342466,-3,-3,0.40404,0.387097,285,155,90,40,243,42,212,73,-3,-3,99,186,37,2007,1,99,NA,37,703,37,1,214,1,NA,37,291100,BENNETT COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,Yes
